Submission ID,Respondent ID,Submitted at,How are you feeling about IOTA &amp; Shimmer right now?,What is your personal focus in this community / project,What is your personal focus in this community / project (Academic Research),What is your personal focus in this community / project (Development/Building),What is your personal focus in this community / project (Entrepreneurial Networking),What is your personal focus in this community / project (Speculative Research),What is your personal focus in this community / project (Community and friends),How confident are you in the progress IOTA &amp; Shimmer is making?,Which kind of project are you most excited about?,Which kind of project are you most excited about? (DeFi),Which kind of project are you most excited about? (Payments & On-Ramp),Which kind of project are you most excited about? (Other),Which kind of project are you most excited about? (DAO),Which kind of project are you most excited about? (Infrastructure),Which kind of project are you most excited about? (Wallet),Which kind of project are you most excited about? (Stablecoin),Which kind of project are you most excited about? (NFTs),Which kind of project are you most excited about? (Gaming & Metaverse),Which kind of project are you most excited about? (Bridge),Which kind of project are you most excited about? (Tooling & SDKs),Which kind of project are you most excited about? (DEX),Which kind of project are you most excited about? (Analytics & Block Explorer),Which kind of project are you most excited about? (Launchpad & Fundraising),How do you rate the Launch Party on Youtube?,Untitled long answer field,How often do you use Firefly?,What features are missing that would make you use Firefly more often?,What is currently stopping you from recommending Firefly to other people?,Anything else you'd like to share with the Firefly team?,How would you rate the documentation at https://wiki.iota.org,"Regarding the developer docs, tutorials, and tools, what do you expect the IOTA developer experience team to do more? (You can provide as many suggestions as you like)",Which project's (crypto/no-crypto) developer experience that you feel most exciting and why? Please provide as many details as you can,"The IOTA Foundation recently announced that it would enlarge its scope from only focusing on IoT and M2M. Do you have any thoughts about that, you would like to share with us?",An ever increasing amount of new crypto projects constantly enters the space. Which ones have you been taking an interest in within the past 6 months? (Bonus points if you tell us why),What should the IOTA Foundation do more? Please don’t forget to add why
RWx1jl,J9LbWX,2022-10-15 22:19:17,Positive,"Entrepreneurial Networking, Speculative Research",FALSE,FALSE,TRUE,TRUE,FALSE,3,"DeFi, Infrastructure, Wallet, DEX, Analytics & Block Explorer, Payments & On-Ramp",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2,,A few times a week,,,Why do you create separate wallet to Shimmer network? It will be better if I can manage all my assets from one wallet.,,,,,"Atom, Chia network, Polkadot. Because they are layer 0 project and create infrastructure for the other blockchains",
0VdzzP,NpLvEO,2022-10-15 22:35:45,Positive,Entrepreneurial Networking,FALSE,FALSE,TRUE,FALSE,FALSE,4,"DeFi, DAO, Payments & On-Ramp",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,,Once a week,,,,7,,,,,
4aQRRd,b5LXg1,2022-10-15 22:36:30,Positive,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,4,"Infrastructure, Stablecoin, Payments & On-Ramp",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,,A few times a month,All things integrated into only one wallet ,Development of firefly mobile,,8,Mechanisms & tools to facilite devs of other projects to come join our community ,,It's the way for adoption. Never forgetting the core objectives of Iota,,Marketing. Even though it's improving a lot. Keep contacting (true) influencers and explaining them why Iota is a game changer. Announcing important partnerships cause sometimes they go almost unnoticed. 
KpzA2D,9qOPaV,2022-10-15 22:40:12,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,4,"Wallet, NFTs, Gaming & Metaverse, DEX, DeFi",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,3,,Once a month,,,,8,,,,,
vXMV84,oboYQx,2022-10-15 22:42:17,Positive,"Speculative Research, Community and friends, Development/Building",FALSE,TRUE,FALSE,TRUE,TRUE,2,"Tooling & SDKs, Infrastructure, Other, Stablecoin, Payments & On-Ramp",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,,Less than once a month,"usage and value of shimmer/ iota in ""real"" world -> more real word use cases/ adaption required to use firefly more often.","- no relevant use cases/ relevance of IOTA/ Shimmer in daily life. 
- Usage for other cryptos might help for broader adaption of firefly, but IF should wisely allocate the ressources","be proud of the current version! clean, functional, good",6,are there examples for smart contracts?,identity,"Does not harm, if the focus gets wider, but Imo the ""real world"" use cases/ adaption are the most relevant factors for IOTA/ SHIMMER success. In the crypto environment, IOTA/ SHIMMER have and will have a weak position, due to the (currently) ""missing"" coordicide (which is always used as argument against IOTA/SHIMMER). 
For adaption in our daily life, I do not have the feeling that relevant/ large companies will implement IOTA/ Shimmer tech or even know about the tech. Did the IF pitch for IOTA/ SMR tech in (large) companies? 
NFT and the most part of the crypto environment is useless and worthless in my opinion. There are ""centralised"" solutions, which are faster, cheeper and better. A lot of crypto hype stuff is not sustainable and will be forgetten soon. IF should try to use this NFT and crypto stuff to bridge the gap until real world adaption kicks in, but due to the latter should not forget the IoT/ M2M/ real world use cases/ roots.",none,"- do even more lobbying. why: to spread the knowledger about IOTA as solution
- highlight the ""green"" and sustainable character of IOTA in comparison to other DLTs. why: increase acceptance for DLTs (IOTA/ SMR)
- pitch for IOTA/ SMR tech in large companies (several have DLT/ innovation units). why: make them aware that a fabulous tech exists and drive adoption.
- be present on crypto/ innovative tech conferences (e.g. universyties). why: make stakeholder aware of IOTA/ SMR tech.
- get in contact with press, get interviewed etc. why: To get a broader media echo. News (traditional media) are also consumed outside of the crypto ""bubble"", can improve IOTAs/ IFs reputation, knowledge and reaches decision makers in industry and makes them aware of IOTA.
- more often communicate the IOTA adventages compared to other DLTs. why: not all in the crypto space and outside know about the adventages or even IOTA existence. 
- Update the IOTA articles on wikipedia.org page. why: shows outdated information."
X5Ld6z,44LRdY,2022-10-15 22:42:46,Positive,"Speculative Research, Community and friends",FALSE,FALSE,FALSE,TRUE,TRUE,3,"Infrastructure, Payments & On-Ramp, Gaming & Metaverse",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,,Less than once a month,Chrome extension (like Metamask),Shimmer integration,Great UX,8,,,"I think it's a good pívot, as long as IoT and M2M fields are not neglected.",Aptos and Siu (parallelized processing).,"Approach VC for financing, being more transparent."
X5LdbP,EkLeE4,2022-10-15 22:48:25,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,4,"DAO, Payments & On-Ramp, DeFi, Other, Infrastructure, Wallet, Stablecoin, NFTs, Gaming & Metaverse, Bridge, Tooling & SDKs, DEX, Analytics & Block Explorer, Launchpad & Fundraising",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4,#Iotalove ,Once a month,On ramp! ,"Nothing I do it all the time.
","I love the design, ui, simplicity, readability, colors and logos.
",10,,,"Focus is key
I hope it can be implied to community that M2M means M2P done the line. ",Quant. Price movement mainly,"Interviews, apparition on podcast and shows. We the iota community are here to help spread these.
We need to see you out here as much as you guys are able. Not thst you don't already do it. "
LD9Brl,zxZ4RR,2022-10-15 22:52:26,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,2,"Bridge, Wallet, Infrastructure, Payments & On-Ramp, DAO, DeFi, DEX, Gaming & Metaverse",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,3,,Once a month,,,,8,,,,,
2jXzpD,xX2EEr,2022-10-15 22:54:04,Positive,"Community and friends, Entrepreneurial Networking, Speculative Research",FALSE,FALSE,TRUE,TRUE,TRUE,3,"DAO, DeFi, Wallet, Stablecoin, NFTs, Gaming & Metaverse, Bridge, DEX",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,3,,A few times a week,,,,8,,,,,
M1X2XX,KYLAK7,2022-10-15 23:16:22,Positive,Academic Research,TRUE,FALSE,FALSE,FALSE,FALSE,3,"DeFi, Infrastructure, Tooling & SDKs, Analytics & Block Explorer",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2,,Once a month,So far you can only see a months history of the token holding in the graph. Please expand this. ,Still not much going on. ,,7,,Real world use case. NFT’s are boring as hell. ,Maybe they should actually achieve something in the IOT M2M space before enlarging their scope. Very disappointing to see how unsuccessful iota has been in making significant tech partnerships. ,,Actually solve contemporary problems using iota technology and sell that to the world. 
PRpNzd,Y5rX1q,2022-10-15 23:25:36,Positive,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,2,"Payments & On-Ramp, Wallet, Stablecoin, NFTs, Bridge, DeFi",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,Didnt check that ,A few times a month,,,,6,,,,,Promotion - to get attention. Real product - to give confidence.
rD5QKp,zxZ4aE,2022-10-15 23:39:21,Positive,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,4,"DeFi, Wallet, NFTs, DEX",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4,,A few times a week,"More coins supported, multichain wallet ",,Cell app for shimmer,9,,,,"Iotabee (defi), soonaverse (NFTs), tangle swap (defi) ",
PRpNrV,aQ015Z,2022-10-16 0:09:54,Positive,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,4,"DeFi, DEX, Gaming & Metaverse, NFTs, Stablecoin, Infrastructure",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,3,"I expected something different (like a transmission from Singapore), but overall it was pretty fun.",Once a month,NFT support,,,8,"I didn't check out the wiki for a while. I must say I see great progress. Now it looks much more complete and useful (great that there are code examples and reference).
Regarding references, I suggest a quality of life change - add an alphabetical list of links to each function described in the reference. Also, the content of the references doesn't look clean enough - I suggest adding some separators between sections about different functions. Those 2 changes should make it much more pleasant to use.
BTW, you probably should put the URL to wiki more in the social media - until recently I wasn't even aware that dev docs are there.",,"If anything, I'm surprised that you did it so late. I'm following the project since December 2017 and it was always obvious to me that IOTA will find plenty of use cases outside IoT. To this day, many consider IOTA a project totally focused on IoT + they also don't really understand what IoT is, which immediately makes them uninterested in the project.
I think IF could do a lot more communication that IOTA is now turning into an all-purpose crypto platform.","Constellation - I didn't look into them too much yet, but at least on the surface level they seem like a  pretty serious competitor of IOTA",
gbaVXN,yPxb9x,2022-10-16 0:26:15,Positive,"Entrepreneurial Networking, Development/Building",FALSE,TRUE,TRUE,FALSE,FALSE,4,Payments & On-Ramp,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,,Less than once a month,"In staking period, bear markets and I trust iota will reach a new high level. I don't need to trade it. Just hold.","No defi, no trade, no eco system. ",More applications we need,9,More examples,"I want to learn more about iota development, but the foreigne language stop me. Is it possible to have a traditional Chinese tutorial version?",Spread it to global world.,Aptos,Keep quality and speed up
jeZr86,xX27p5,2022-10-16 0:32:05,Positive,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,4,"DAO, DeFi, Wallet",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,,A few times a month,,,,,,,,,
Ge6EKZ,XxE7OO,2022-10-16 1:06:16,Positive,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,3,"Launchpad & Fundraising, NFTs, Stablecoin, Wallet, DAO, Payments & On-Ramp, DeFi",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,A few times a week,,,great wallet! ,,,,"Do it! We need to become more competitive with other projects to break the bubble and get noticed more, which is hopefully happening with DeFi, NFT´s and DAO´s.",,maybe small community events or giveaways to strengthen the community and attract new people 
1WX0dp,44LYPb,2022-10-16 1:08:07,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,4,"Payments & On-Ramp, Infrastructure, Wallet, Gaming & Metaverse, Bridge",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3,,A few times a week,Still learning ,,More videos on how to use ,7,,,Love it,,
1WX04Q,J9LrXY,2022-10-16 1:11:30,Positive,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,4,"DeFi, Wallet, Stablecoin, Bridge, DEX",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,4,,A few times a month,There is no dApps to interact with.,,,10,,,,,
EqKVDq,rjVQqp,2022-10-16 1:29:22,Positive,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,3,DeFi,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,,Once a month,Nothing ,Nothing,Works great,9,,,"Good to enlarge the scope.  World is not using crypto for IoT M2M much currently, might as well be involved in cases that are currently used.",Azero- because of mentions here. SOL due to popularity and FTX involvement.  AVAX - just a really bad trade 😂,
NqrNYb,QKdqEl,2022-10-16 1:30:20,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,4,"Bridge, Infrastructure, Gaming & Metaverse",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,4,,Once a week,,,,8,,,,,
q5LQWk,9qOYrK,2022-10-16 1:30:21,Positive,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,4,"Wallet, Stablecoin, Tooling & SDKs, DeFi, DEX",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,4,,Once a month,"Nothing I can’t think off, just waiting for more uses of the ecosystem ",Nothing,Probably my favorite crypto wallet so far,8,"More tutos or cookbooks, but the team needs time to do it so I’m just waiting","I’m an iOS developer, really looking forward for a swift library","We don’t really ear about those anymore, and I’m not a fan of nft I would have preferred a focus on lot more than Nft","Not much, I mostly support projects that are here for some times, especially the no fees ones and energy efficient ones, Nano (bitcoin with no fees) & iota (eth with no fees) are my favorites",Sleep
DqBOAE,GxLVyO,2022-10-16 1:42:36,Negative,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,2,"DEX, Gaming & Metaverse, Wallet, Payments & On-Ramp, Other",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,3,,Less than once a month,Why should i use it more often than i have to? ,IOTA is down ~98% vs BTC,Pretty solid work so far - decentralize it! ,5,I am not a IOTA dev,Bitcoin - because it is (the most) censorship resistant,Whatever you say - soon right? ,"We were in a bear marker the past 6 months. The only crypto project i (had to) spend time with was IOTA / Shimmer / ASMB ""staking"" nonsense",Please more announcements for announcements.
aO9JXv,zxZA50,2022-10-16 2:08:18,Positive,"Entrepreneurial Networking, Speculative Research, Community and friends",FALSE,FALSE,TRUE,TRUE,TRUE,3,"Tooling & SDKs, Other, Infrastructure, Wallet",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3,,A few times a month,"Trustworthy Dapp Connect
TanglePay is great but I'd feel much better connecting Firefly to Soonaverse, IotaBee, etc.  *Especially* if it had a ""walled garden"" dapp wallet that was easy to send and receive from other wallets inside the same profile, seperate spending PW, etc. 

",All the same things that stop me from recommending cryptocurrency to other people. ,Still intermittently getting that white wall of death on Windows 10.  It's like a fungus. Everytime I think it's finally gone it comes back. ,8,"Make it incredibly clear where to go and what to do to get the right kind of help when stuck on various different things.  I. E. ""Go to Iota Discord, topic XYX, use XX phrase, YY emoji, and expect a ZZ response time.""   
Figure out a way to make sure the support channels are granular enough and are well staffed (DAO grant?) 

",The most exciting places to build are the ones that offer the most promising balance of exciting potential vs reliable ecosystem / dependable codebase. ,The world at large needs a much better understanding of why and what it means. ,"Shimmer projects run by ppl who have an understanding of financial tools and services.

","""Edutainment""

It ain't ""marketing"" if it's validly teaching stuff.
Education doesn't have to be dry and textbook-ish.  
"
J1qjvd,KYL4E8,2022-10-16 2:16:53,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,3,"DeFi, Payments & On-Ramp, DAO, Infrastructure, DEX, Other",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4,Decentralization,Less than once a month,Trading / on ramp usd,,,10,,,,,Reach all goals consistently. Continue developing real world uses and partnerships. Coinbase. 
o9E8gN,Y5rBrW,2022-10-16 3:40:17,Positive,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,3,"Stablecoin, Payments & On-Ramp",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,,Less than once a month,,,I think a fiat onramp/offramp is really important. It will allow businesses to accept payment in stablecoins on the iota network.,,,,"I don't think the decision was communicated convincingly, but after thinking about it myself for these weeks I think it was a good decision. ","AZERO, QNT, SUI, just because I see people talking about it","I think things are going in the right direction. Maybe more developer events would be good, especially after Shimmer EVM launches"
BEaJr5,A7xRA0,2022-10-16 4:10:33,Positive,"Speculative Research, Community and friends",FALSE,FALSE,FALSE,TRUE,TRUE,4,"NFTs, Gaming & Metaverse, DeFi, DAO",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,,A few times a week,,Nada. Lo recomiendo,,10,,,,,
laBk7k,lbL22X,2022-10-16 5:12:12,Positive,Academic Research,TRUE,FALSE,FALSE,FALSE,FALSE,4,"DeFi, Stablecoin, Wallet",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,,Less than once a month,,This is because we are still using metamask a lot.,,8,of course,,looking forward to it a lot,"stablecoin. Because of the safety of stablecoins, we believe that more new users are coming into the cryptocurrency ecosystem.","More communication. Because we believe that the more active users, the more the project grows."
EqK7Aq,RGReOj,2022-10-16 5:38:24,Positive,"Academic Research, Entrepreneurial Networking, Community and friends",TRUE,FALSE,TRUE,FALSE,TRUE,4,"DeFi, Payments & On-Ramp, Wallet, Stablecoin, Infrastructure, NFTs, DEX, Analytics & Block Explorer, Launchpad & Fundraising",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,4,,A few times a week,Auto staking for Firefly IOTA,Nothing,You really made a beautiful and elegant wallet !!!,9,,,"Totally correct direction. I believe the potential of DeFi, especially Stables and Dex, will be unlocked by IOTA. ",,
vXM5gd,q4OQy9,2022-10-16 5:39:28,Negative,"Academic Research, Development/Building",TRUE,TRUE,FALSE,FALSE,FALSE,1,Infrastructure,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,,Less than once a month,,,,0,,,,,
WJ2VdQ,kd5jMe,2022-10-16 5:45:33,Positive,"Speculative Research, Community and friends",FALSE,FALSE,FALSE,TRUE,TRUE,4,"Gaming & Metaverse, DEX, Bridge, Wallet, Stablecoin, NFTs, Payments & On-Ramp, DeFi",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,3,,Once a week,,,,9,,,,,More advertising because nobody knows us
Ge6AAe,Zjlbjz,2022-10-16 5:59:30,Negative,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,2,"Tooling & SDKs, DEX, Bridge, Stablecoin, Wallet, Infrastructure, Payments & On-Ramp, Analytics & Block Explorer",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,1,,Once a month,,,,7,,,,,
BEaRkY,dWlJPD,2022-10-16 6:47:58,Positive,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,3,"DeFi, Bridge, Infrastructure, Payments & On-Ramp",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3,,Less than once a month,,,,7,,,,,
o9EjA5,zxZ8Zg,2022-10-16 6:52:46,Positive,"Entrepreneurial Networking, Community and friends",FALSE,FALSE,TRUE,FALSE,TRUE,4,"DeFi, DAO, Wallet, Stablecoin, NFTs, Bridge, DEX, Launchpad & Fundraising",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,4,,Once a month,None at the moment.,I urge everyone to use Firefly and none else.,Just keep up the good work!,10,I don't know I'm not a developer.,I don't know I'm not a developer.,None at the moment.,"Cardano as it is focusing on the financial system and mathematical provable trust. I like the project since that ""whiteboard video"" where Mr. Hoskinson speaks about the principles.
Vechain as it is focusing on the supply chain and the Belt and Road initiative.
Ontology as it revolves around digital identity and DeFi.
Icon, I think they are basically the Korean version of the Chainlink.
Strax as they targeting small and middle sized companies and will help them to utilize blockchain technology.
FET due to the AI applications and big data.
SingularityDAO spinoffs (AGIX, SDAO, Nunet) as they are revolving around AI and they building an interconnected ecosystem with the longterm promise to democratize AI usage and the DeFi.
Some others too which are built in the ecosystems of the above, like VyFi, World Mobile Token, Balance, OMM, TNode, IQ protocol. Their message is usually to bring something sustainable into people's lives not just revenue but also connectivity or being participant in the global economy.","Education. Your technology and the blockchain/tangle tech is rather cyberpunk. A lot of people have difficulties even with smartphone apps and email. Some find it difficult to keep up with the advancements. And the reason is sometimes that people simply don't have time to go through all the information and filter what is useful and what not. Not even the young people, while these techs will be a part of their everyday's life. I even tell them ""when I was at their age"" we only have a single phone booth for 3 streets, while now our breathing stops without 4G.

So, some educational program from the very basics (even for kids maybe, like DigitalEU) gradually to the ""deep dives"". Especially highlighting ""what is/will be the benefit/usefullness"" of all this and where they are in all this when they buy their IOTA/SMS/ASMB and stake those tokens."
dbEyjr,68R6QA,2022-10-16 7:04:12,Positive,"Development/Building, Entrepreneurial Networking",FALSE,TRUE,TRUE,FALSE,FALSE,4,"Infrastructure, Gaming & Metaverse",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,,A few times a week,,,,9,,,,,
NqrZJ0,MeLjdl,2022-10-16 7:05:31,Negative,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,2,Other,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,,Less than once a month,Iota is useless ,Uselessness,,10,,,Hope they deliver,No,Deliver
rD5ZGR,rjV8G2,2022-10-16 7:16:28,Positive,"Community and friends, Entrepreneurial Networking, Speculative Research",FALSE,FALSE,TRUE,TRUE,TRUE,3,"DeFi, DAO, Infrastructure, DEX",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4,,A few times a week,"Fiat link, use in real world: payments, identity",,Great work over the past year - looking forward to what is to come,,,,This was a smart move given lower dependency on external parties in an increasingly uncertain environment,Identity and climate check - the concepts are becoming increasingly interesting professionally,"It is difficult to know what may happen behind the scenes, but rebuilding trust with other parts of the dlt/crypto sphere and increasing participation in joint events may help reestablish the IF as part of the objective of the overall space - building an infrastructure for a better and fairer society"
kblPJe,GxLOXk,2022-10-16 7:18:00,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,3,"DeFi, Stablecoin, DEX",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,,Once a week,,,,,,,,,
WJ277L,QKdNag,2022-10-16 7:56:27,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,3,"Stablecoin, DEX, Payments & On-Ramp, Infrastructure",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,,A few times a month,"- Regular Payments
- Special InApp Information (maybe figures on the growth of the network like Number of Wallets, Number of stored Value in big Hot Wallets etc.)
- saving Contacts, payments via Contacts
",Nothing.,,10,No devop so no idea :(,,"Long term real-world industrial adoptions are king. Metaverse and NFT are sure here to stay but are hype cycled. Projects like:

- EDAG CityBot
- Smart Meter
- the EU funded project with Kuka and Husqvarna
- DiDs 

Should be the main focus",List above. i like Everything that supports us in the transition to a sustainable society.,"- Hackathons
- Video about use cases and what advantage or added value iota has in them. Interviews with users about why they chose iota

"
per2QP,44LlYB,2022-10-16 8:00:29,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,3,"DeFi, Payments & On-Ramp, DAO, Bridge",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3,,Once a week,,,,10,,,,,
WJ274R,81GbYY,2022-10-16 8:02:42,Positive,"Development/Building, Community and friends",FALSE,TRUE,FALSE,FALSE,TRUE,3,"DeFi, NFTs, Infrastructure",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,,Once a week,A complete transaction history of a wallet even if I have no backup.,,"Great usability and you can find everything without searching have a day :-)
Firefly Shimmer still has some bugs if used with (beta) Ledger App but it's beta anyway.",8,Tutorials/courses (e.g. Udemy) from beginner to advanced level. ,,IoT is and will be a huge market that should not get totally out of focus. Also supporting DeFi applications is important but I feel that IOTA is still more focused on industrial application than financial application. I think technically IOTA can (and should) support all directions but keep the meta plan (improve the world -  even if it sounds like marketing ;-)).,I'm closely follwing Pantos because the future is multichain. The stardust upgrade of IOTA is very important in this regard.,Maybe cooperate with other projects (e.g. Cardano) The idea to have panel discussions with other projects seems very interesting because IOTA has  to break out of the buble. It's still beneath the radar of many investors and discussing the technology but also regulatory aspects etc. with other projects could increase the public awareness.
Qo1ZKG,5BLa7v,2022-10-16 8:18:43,Positive,"Academic Research, Development/Building",TRUE,TRUE,FALSE,FALSE,FALSE,4,"Payments & On-Ramp, DEX, DeFi, Infrastructure, Stablecoin",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,,Once a month,"Payments in shops aren't possible right now, but when the time has come, firefly will be the no. 1","Nothing, just for iota-hodler ","Best UI by far! Also got ADA and ETH, metamask, but everything ist so complicated and has so many traps in it. Firefly is easy to use. ",9,,,Right now i habe faith in the work the IF is doing. ,,
