Submission ID,Respondent ID,Submitted at,How are you feeling about IOTA &amp; Shimmer right now?,What is your personal focus in this community,What is your personal focus in this community (Academic Research),What is your personal focus in this community (Development/Building),What is your personal focus in this community (Entrepreneurial Networking),What is your personal focus in this community (Speculative Research),What is your personal focus in this community (Community and friends),What is your personal focus in this community (Governance),How confident are you in the progress IOTA &amp; Shimmer is making?,Which kind of project(s) are you most excited about?,Which kind of project(s) are you most excited about? (DeFi),Which kind of project(s) are you most excited about? (Payments & On-Ramp),Which kind of project(s) are you most excited about? (Other),Which kind of project(s) are you most excited about? (DAO),Which kind of project(s) are you most excited about? (Infrastructure),Which kind of project(s) are you most excited about? (Wallet),Which kind of project(s) are you most excited about? (Stablecoin),Which kind of project(s) are you most excited about? (NFTs),Which kind of project(s) are you most excited about? (Gaming),Which kind of project(s) are you most excited about? (Metaverse),Which kind of project(s) are you most excited about? (Bridge),Which kind of project(s) are you most excited about? (Tooling & SDKs),Which kind of project(s) are you most excited about? (DEX),Which kind of project(s) are you most excited about? (Analytics & Block Explorer),Which kind of project(s) are you most excited about? (Launchpad & Fundraising),Did you participate in the Treasures of Shimmer campaign?,Did you participate in the Treasures of Shimmer campaign? (I participated in Test&Earn and tried out dApps on ShimmerEVM),Did you participate in the Treasures of Shimmer campaign? (I participated in Play&Earn and engaged with the quests on Zealy),Did you participate in the Treasures of Shimmer campaign? (I did NOT participate in the Treasures of Shimmer campaign),How memorable was the Treasures of Shimmer campaign to you?,Did the campaign prompt you to seek more information about Shimmer?,How did you first become aware of the Treasures of Shimmer campaign on Zealy?,What is your overall rating of the Test &amp; Earn campaign?,How frequent did you participate in the Test &amp; Earn campaign?,Has the campaign improved your understanding of smart contracts and DeFi?,"After partaking in the campaign, how likely is it that you will use your SMR tokens to participate in dApps on mainnet?",What motivated you to engage with the Treasures of Shimmer campaign on Zealy?,What motivated you to engage with the Treasures of Shimmer campaign on Zealy? (The Anne Bonny NFT prize),What motivated you to engage with the Treasures of Shimmer campaign on Zealy? (The SMR airdrops),What motivated you to engage with the Treasures of Shimmer campaign on Zealy? (Other (Please comment)),Other,How would you rate the overall effectiveness of the Zealy campaign in capturing your attention and interest?,How would you rate your user experience with the TEA Zealy campaign?,"How likely is it, that you would participate in another Zealy campaign?",Additional comments
JOD0zo,rBQN0X,2023-06-27 5:28:52,Negative,"Speculative Research, Community and friends",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2,"Infrastructure, Payments & On-Ramp, DeFi, Tooling & SDKs, DEX",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
ExDb4L,XrA5Pe,2023-06-27 7:01:40,Positive,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4,"Wallet, DeFi",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
KVDZXK,oDNAKO,2023-06-27 10:37:31,Positive,"Academic Research, Development/Building",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2,"Tooling & SDKs, Other, Infrastructure",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,I participated in Test&Earn and tried out dApps on ShimmerEVM,TRUE,FALSE,FALSE,1,No,Shimmer Blog,1,Couple of times,Yes,Unlikely,,,,,,,,,
Y4Y2XN,7b0JML,2023-06-27 13:34:54,Negative,"Development/Building, Entrepreneurial Networking, Community and friends",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,2,"DAO, Payments & On-Ramp, Infrastructure, Tooling & SDKs, Analytics & Block Explorer, Launchpad & Fundraising, DeFi",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,I participated in Test&Earn and tried out dApps on ShimmerEVM,TRUE,FALSE,FALSE,3,Yes,,2,Daily,Yes,Neutral,,,,,,,,,IOTA and Shimmer must now deliver!!!
0ejB6B,zN8K18,2023-06-28 8:09:20,Negative,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,Infrastructure,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
g9NqQO,MDjOdA,2023-06-28 8:34:54,Positive,"Development/Building, Community and friends",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,3,"Infrastructure, Wallet, Metaverse",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
97JZa1,qa8Bv7,2023-06-28 8:39:28,Negative,"Development/Building, Speculative Research, Governance, Community and friends",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,2,"DeFi, Payments & On-Ramp, DAO, NFTs, Stablecoin, Gaming, Metaverse",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
JOklgY,vr8BKQ,2023-06-28 8:39:44,Negative,"Development/Building, Entrepreneurial Networking",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2,Other,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
PzB9e0,8zbkEx,2023-06-28 8:40:30,Negative,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,Other,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
6ZQKy5,VjWlxv,2023-06-28 8:40:37,Negative,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,Other,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"I participated in Test&Earn and tried out dApps on ShimmerEVM, I participated in Play&Earn and engaged with the quests on Zealy",TRUE,TRUE,FALSE,3,No,IOTA/Shimmer Discord,3,Daily,No,Likely,The SMR airdrops,FALSE,TRUE,FALSE,,3,3,4,
1924yL,xj8Q6o,2023-06-28 8:40:44,Positive,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,"DEX, DeFi, Bridge",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"I participated in Play&Earn and engaged with the quests on Zealy, I participated in Test&Earn and tried out dApps on ShimmerEVM",TRUE,TRUE,FALSE,4,Yes,IOTA/Shimmer Discord,4,Couple of times,Yes,Likely,The SMR airdrops,FALSE,TRUE,FALSE,,4,4,4,
D7vpEp,E5o1ao,2023-06-28 8:40:52,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,"DeFi, Bridge, DEX, Payments & On-Ramp",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
GRBpjz,4BlkGb,2023-06-28 8:40:54,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,"DeFi, DAO, Infrastructure, Wallet, Analytics & Block Explorer",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
1924Y4,1AMRpO,2023-06-28 8:41:48,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,"NFTs, DeFi, Stablecoin, Gaming",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,I participated in Test&Earn and tried out dApps on ShimmerEVM,TRUE,FALSE,FALSE,3,Yes,IOTA/Shimmer Discord,4,Couple of times,Yes,Neutral,,,,,,,,,
W8pR6L,OlxPgK,2023-06-28 8:42:12,Positive,"Academic Research, Development/Building, Entrepreneurial Networking, Governance",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,3,"DAO, DeFi, Infrastructure, Bridge, Tooling & SDKs, Analytics & Block Explorer",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,I participated in Play&Earn and engaged with the quests on Zealy,FALSE,TRUE,FALSE,3,Yes,IOTA/Shimmer Discord,,,,,The SMR airdrops,FALSE,TRUE,FALSE,,3,2,3,
Y4zGBz,jb8M26,2023-06-28 8:42:27,Negative,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,"DeFi, Infrastructure, DEX, Stablecoin",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,I participated in Play&Earn and engaged with the quests on Zealy,FALSE,TRUE,FALSE,3,No,IOTA/Shimmer Discord,,,,,"The Anne Bonny NFT prize, The SMR airdrops",TRUE,TRUE,FALSE,,3,4,4,
PzB9q1,OlxPeA,2023-06-28 8:43:49,Negative,"Speculative Research, Community and friends",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2,Infrastructure,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"I participated in Play&Earn and engaged with the quests on Zealy, I participated in Test&Earn and tried out dApps on ShimmerEVM",TRUE,TRUE,FALSE,4,Yes,IOTA/Shimmer Discord,4,Daily,Unsure,Neutral,The SMR airdrops,FALSE,TRUE,FALSE,,4,4,4,
JOkl4r,KeroNK,2023-06-28 8:44:08,Negative,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,Other,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"I participated in Test&Earn and tried out dApps on ShimmerEVM, I participated in Play&Earn and engaged with the quests on Zealy",TRUE,TRUE,FALSE,2,No,IOTA/Shimmer Discord,3,Couple of times,No,Likely,The SMR airdrops,FALSE,TRUE,FALSE,,3,2,1,
yJq4a8,Lz4Gq2,2023-06-28 8:44:08,Negative,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,DeFi,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
4KN76r,07qMzQ,2023-06-28 8:44:16,Negative,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,Infrastructure,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
eaxrJx,Rdq41P,2023-06-28 8:44:19,Negative,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,Gaming,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
Y4zG6N,aepxXy,2023-06-28 8:44:36,Positive,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4,"Payments & On-Ramp, Infrastructure, Wallet, Stablecoin, Tooling & SDKs, Launchpad & Fundraising, Bridge",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
rorOe2,YR7Ob0,2023-06-28 8:44:50,Negative,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,"Payments & On-Ramp, Wallet, NFTs",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
8ZpL9z,gbydY4,2023-06-28 8:45:14,Negative,"Community and friends, Speculative Research",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2,"Wallet, Payments & On-Ramp, NFTs, Metaverse, DEX, Infrastructure",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
D7vpQN,44LEak,2023-06-28 8:45:45,Positive,"Community and friends, Governance, Speculative Research, Development/Building",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,2,"DeFi, DAO, Stablecoin, NFTs, DEX, Analytics & Block Explorer, Launchpad & Fundraising, Gaming, Infrastructure",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"I participated in Test&Earn and tried out dApps on ShimmerEVM, I participated in Play&Earn and engaged with the quests on Zealy",TRUE,TRUE,FALSE,4,Yes,Shimmer Twitter,4,Daily,Yes,Extremely likely,"The SMR airdrops, The Anne Bonny NFT prize",TRUE,TRUE,FALSE,,2,3,3,
PzB9KB,Rdq4ev,2023-06-28 8:45:49,Positive,"Academic Research, Speculative Research",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,3,"DeFi, NFTs, Wallet, DAO",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
2KxA0D,VjWl7N,2023-06-28 8:45:52,Positive,"Speculative Research, Community and friends",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2,"Gaming, Bridge, DeFi, Payments & On-Ramp, Infrastructure",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,I participated in Test&Earn and tried out dApps on ShimmerEVM,TRUE,FALSE,FALSE,3,Yes,IOTA/Shimmer Discord,3,Couple of times,Yes,Likely,,,,,,,,,
LPMKQp,jb8M81,2023-06-28 8:46:32,Positive,"Development/Building, Governance, Community and friends, Speculative Research",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,3,"DeFi, DAO, Wallet, NFTs, DEX",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"I participated in Play&Earn and engaged with the quests on Zealy, I participated in Test&Earn and tried out dApps on ShimmerEVM",TRUE,TRUE,FALSE,3,No,Shimmer Twitter,3,Couple of times,Yes,Likely,The SMR airdrops,FALSE,TRUE,FALSE,,3,3,,
N7BXKl,dNJAeV,2023-06-28 8:46:59,Negative,"Development/Building, Entrepreneurial Networking",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2,"DeFi, DAO, Launchpad & Fundraising",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
W8pRGN,DKR16E,2023-06-28 8:47:01,Positive,Academic Research,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,"DeFi, DAO, Stablecoin, NFTs, Metaverse, DEX, Wallet, Payments & On-Ramp",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
4KNKXX,b91kJ7,2023-06-28 8:47:30,Positive,Entrepreneurial Networking,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,"DeFi, Stablecoin, NFTs, Infrastructure, DAO, Gaming, Metaverse, DEX, Tooling & SDKs, Bridge",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,I participated in Test&Earn and tried out dApps on ShimmerEVM,TRUE,FALSE,FALSE,3,Yes,"dApp Twitter (IOTAapes, ShimmerSea, etc..)",3,Daily,Yes,Likely,,,,,,,,,
O7B7D7,PDZEx1,2023-06-28 8:48:11,Positive,"Development/Building, Community and friends, Entrepreneurial Networking, Governance",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,3,"DeFi, DAO, NFTs, Gaming, Metaverse, Launchpad & Fundraising",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
xJNJVy,lq8AGo,2023-06-28 8:48:40,Positive,Academic Research,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,"DeFi, Infrastructure, Wallet, DEX, Analytics & Block Explorer",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,I participated in Test&Earn and tried out dApps on ShimmerEVM,TRUE,FALSE,FALSE,3,Yes,Airdrop collection website,2,Daily,Yes,Neutral,,,,,,,,,
l6l665,Vjq9La,2023-06-28 8:51:18,Negative,"Development/Building, Entrepreneurial Networking, Speculative Research",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,1,"DeFi, Payments & On-Ramp, DAO, Wallet, Stablecoin, Bridge, Analytics & Block Explorer, DEX, Tooling & SDKs",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,I participated in Test&Earn and tried out dApps on ShimmerEVM,TRUE,FALSE,FALSE,3,Yes,IOTA Twitter,3,Daily,Yes,Likely,,,,,,,,,love Iota & the vision but sweet jesus talk about taking your time to bring a working product to market!
GRBRl2,eMRWrO,2023-06-28 8:51:57,Positive,"Community and friends, Entrepreneurial Networking",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2,"DeFi, NFTs, Gaming, Bridge",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,I participated in Play&Earn and engaged with the quests on Zealy,FALSE,TRUE,FALSE,3,Yes,dApp Discord,,,,,The SMR airdrops,FALSE,TRUE,FALSE,,3,4,4,
qRERbk,vr82j0,2023-06-28 8:53:04,Negative,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,"DeFi, Stablecoin, Gaming, DEX",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,I participated in Play&Earn and engaged with the quests on Zealy,FALSE,TRUE,FALSE,3,Yes,"dApp Twitter (IOTAapes, ShimmerSea, etc..)",,,,,The SMR airdrops,FALSE,TRUE,FALSE,,2,3,2,
O7B7JM,dNJPNq,2023-06-28 8:55:37,Positive,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,"Stablecoin, NFTs, Wallet, Infrastructure",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
Vz1zvM,jZB6pY,2023-06-28 8:57:19,Positive,"Community and friends, Governance",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,"DeFi, Bridge, Infrastructure, DAO",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,I participated in Play&Earn and engaged with the quests on Zealy,FALSE,TRUE,FALSE,4,Yes,IOTA/Shimmer Discord,,,,,The SMR airdrops,FALSE,TRUE,FALSE,,4,4,4,
X4B4zY,2B9rPp,2023-06-28 8:58:47,Positive,"Development/Building, Governance",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,"Infrastructure, Wallet, Metaverse, Bridge, Other",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"I participated in Test&Earn and tried out dApps on ShimmerEVM, I participated in Play&Earn and engaged with the quests on Zealy",TRUE,TRUE,FALSE,2,No,I saw a re-tweet about it,2,Couple of times,No,Neutral,The SMR airdrops,FALSE,TRUE,FALSE,,1,2,2,
z7Q7dR,RdqL5p,2023-06-28 8:59:22,Negative,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,"DeFi, NFTs, Gaming, Metaverse, Bridge, Launchpad & Fundraising",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"I participated in Test&Earn and tried out dApps on ShimmerEVM, I participated in Play&Earn and engaged with the quests on Zealy",TRUE,TRUE,FALSE,4,Yes,IOTA/Shimmer Discord,3,Daily,Yes,Neutral,The SMR airdrops,FALSE,TRUE,FALSE,,3,3,4,
Z2R2yy,ge84AK,2023-06-28 9:01:17,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,"Payments & On-Ramp, Wallet, Stablecoin",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
D7v79b,b91OL0,2023-06-28 9:02:48,Positive,"Community and friends, Governance",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,3,"DeFi, Payments & On-Ramp",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
5ZqZYM,jb8xWY,2023-06-28 9:03:18,Positive,"Community and friends, Speculative Research, Governance",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,4,"Payments & On-Ramp, DeFi, DAO, Other, Infrastructure, Wallet, Stablecoin, NFTs, Gaming, Bridge, DEX, Analytics & Block Explorer, Launchpad & Fundraising, Tooling & SDKs",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"I participated in Test&Earn and tried out dApps on ShimmerEVM, I participated in Play&Earn and engaged with the quests on Zealy",TRUE,TRUE,FALSE,4,Yes,IOTA/Shimmer Discord,4,Daily,Unsure,Extremely likely,"The Anne Bonny NFT prize, The SMR airdrops, Other (Please comment)",TRUE,TRUE,TRUE,Enthusiasm,4,4,4,"Iota, shimmer - Magnificent"
g9N981,b91O47,2023-06-28 9:04:26,Positive,Governance,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,"DeFi, Wallet, Bridge, Metaverse",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"I participated in Test&Earn and tried out dApps on ShimmerEVM, I participated in Play&Earn and engaged with the quests on Zealy",TRUE,TRUE,FALSE,3,Yes,Shimmer Twitter,4,Couple of times,Yes,Extremely likely,The Anne Bonny NFT prize,TRUE,FALSE,FALSE,,2,1,2,I did not understand all what needed to do.
LPMP22,54a2lN,2023-06-28 9:05:36,Positive,"Speculative Research, Community and friends",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,4,"DeFi, DAO, NFTs, Wallet",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"I participated in Test&Earn and tried out dApps on ShimmerEVM, I participated in Play&Earn and engaged with the quests on Zealy",TRUE,TRUE,FALSE,3,Yes,IOTA/Shimmer Discord,3,Daily,Yes,Extremely likely,Other (Please comment),FALSE,FALSE,TRUE,Testing and helping whole network ,2,3,2,Too much bots. Tangleswap wasn't really honest.
W8p8yR,PDZ0bB,2023-06-28 9:07:31,Positive,"Academic Research, Development/Building, Entrepreneurial Networking, Speculative Research, Community and friends, Governance",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4,"DeFi, Payments & On-Ramp, Other, DAO, Infrastructure, Wallet, Stablecoin, NFTs, Gaming, Metaverse, Bridge, Tooling & SDKs, DEX, Analytics & Block Explorer, Launchpad & Fundraising",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"I participated in Test&Earn and tried out dApps on ShimmerEVM, I participated in Play&Earn and engaged with the quests on Zealy, I did NOT participate in the Treasures of Shimmer campaign",TRUE,TRUE,TRUE,4,Yes,"dApp Twitter (IOTAapes, ShimmerSea, etc..)",4,Daily,Yes,Extremely likely,"The Anne Bonny NFT prize, The SMR airdrops, Other (Please comment)",TRUE,TRUE,TRUE,Big Airdrop SMR,4,4,4,
LPMPlJ,8Nv18l,2023-06-28 9:07:39,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,"Launchpad & Fundraising, DeFi, Payments & On-Ramp, Wallet, NFTs",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,I participated in Test&Earn and tried out dApps on ShimmerEVM,TRUE,FALSE,FALSE,4,Yes,IOTA/Shimmer Discord,3,Daily,Yes,Extremely likely,,,,,,,,,
