"Submission ID","Respondent ID","Submitted at","How are you feeling about IOTA &amp; Shimmer right now?","What is your personal focus in this community / project","What is your personal focus in this community / project (Academic Research)","What is your personal focus in this community / project (Development/Building)","What is your personal focus in this community / project (Entrepreneurial Networking)","What is your personal focus in this community / project (Speculative Research)","What is your personal focus in this community / project (Community and friends)","What is your personal focus in this community / project (Governance)","How confident are you in the progress IOTA &amp; Shimmer is making?","Which libraries do you use for development (select all that apply)?","Which libraries do you use for development (select all that apply)? (Wallet library - https://github.com/iotaledger/wallet.rs)","Which libraries do you use for development (select all that apply)? (Client library - https://github.com/iotaledger/iota.rs)","Are you using the Rust crates, one of the bindings or iota.js?","Which bindings are you using? ","Which bindings are you using?  (NodeJS)","Which bindings are you using?  (Python)","Which bindings are you using?  (Java)","Which bindings are you using?  (Swift)","Which bindings are you using?  (WASM)","What are you using for learning resources? (e.g. wiki, codebase)","Do you have any feature request?","Do you have any feedback?","Which kind of project are you most excited about?","Which kind of project are you most excited about? (DeFi)","Which kind of project are you most excited about? (Payments & On-Ramp)","Which kind of project are you most excited about? (Other)","Which kind of project are you most excited about? (DAO)","Which kind of project are you most excited about? (Infrastructure)","Which kind of project are you most excited about? (Wallet)","Which kind of project are you most excited about? (Stablecoin)","Which kind of project are you most excited about? (NFTs)","Which kind of project are you most excited about? (Gaming)","Which kind of project are you most excited about? (Bridge)","Which kind of project are you most excited about? (Tooling & SDKs)","Which kind of project are you most excited about? (DEX)","Which kind of project are you most excited about? (Analytics & Block Explorer)","Which kind of project are you most excited about? (Launchpad & Fundraising)","Which kind of project are you most excited about? (Metaverse)","What topics in the cryptocurrency space in general would interest you the most to learn more about in the future? (multi answers)","What topics in the cryptocurrency space in general would interest you the most to learn more about in the future? (multi answers) (Smart Contracts)","What topics in the cryptocurrency space in general would interest you the most to learn more about in the future? (multi answers) (DeFi)","What topics in the cryptocurrency space in general would interest you the most to learn more about in the future? (multi answers) (Tokenomics)","What topics in the cryptocurrency space in general would interest you the most to learn more about in the future? (multi answers) (DLT Protocol Features (zK, Sharding, etc..))","What topics in the cryptocurrency space in general would interest you the most to learn more about in the future? (multi answers) (Security (Managing tokens, bridges, etc..))","In which form would you prefer to learn new things the most?","In which form would you prefer to learn new things the most? (Blog posts)","In which form would you prefer to learn new things the most? (Twitter threads)","In which form would you prefer to learn new things the most? (IOTA Wiki Content)","In which form would you prefer to learn new things the most? (YouTube clips)","In which form would you prefer to learn new things the most? (Recorded Live Sessions)","In which form would you prefer to learn new things the most? (Podcasts)","Specific to the IOTA protocol, which things do you want to learn with priority?","Specific to the IOTA protocol, which things do you want to learn with priority? (IOTA 2.0 consensus)","Specific to the IOTA protocol, which things do you want to learn with priority? (Mana)","Specific to the IOTA protocol, which things do you want to learn with priority? (Digital Identity)","Specific to the IOTA protocol, which things do you want to learn with priority? (IOTA Smart Contracts)","Specific to the IOTA protocol, which things do you want to learn with priority? (Develop on IOTA (use libraries, etc))"
"VjB1gM","Eqj1BN","2023-03-18 06:20:40","Negative","Community and friends",false,false,false,false,true,false,1,,,,,,,,,,,,,,"DeFi, Payments & On-Ramp, Wallet, Stablecoin, NFTs, Bridge, Tooling & SDKs, DEX, Launchpad & Fundraising",true,true,false,false,false,true,true,true,false,true,true,true,false,true,false,"DLT Protocol Features (zK, Sharding, etc..), Security (Managing tokens, bridges, etc..)",false,false,false,true,true,"IOTA Wiki Content, YouTube clips, Blog posts, Twitter threads",true,true,true,true,false,false,"IOTA 2.0 consensus, Mana, IOTA Smart Contracts, Develop on IOTA (use libraries, etc), Digital Identity",true,true,true,true,true
"pd60LE","6Dbk4o","2023-03-18 06:39:18","Positive","Development/Building, Community and friends, Speculative Research",false,true,false,true,true,false,3,"Wallet library - https://github.com/iotaledger/wallet.rs",true,false,"iota.js",,,,,,,"https://wiki.iota.org/","Not really, just excited for iota 2.0 launch.","Keep going. You guys never dissapoint.","Stablecoin, Wallet, DEX, Bridge",false,false,false,false,false,true,true,false,false,true,false,true,false,false,false,"Security (Managing tokens, bridges, etc..), Smart Contracts",true,false,false,false,true,"YouTube clips",false,false,false,true,false,false,"Develop on IOTA (use libraries, etc)",false,false,false,false,true
"zNR0zE","kbDApd","2023-03-18 06:39:28","Positive","Speculative Research",false,false,false,true,false,false,3,,,,,,,,,,,,,,"Bridge, Tooling & SDKs, Infrastructure",false,false,false,false,true,false,false,false,false,true,true,false,false,false,false,"DLT Protocol Features (zK, Sharding, etc..)",false,false,false,true,false,"YouTube clips",false,false,false,true,false,false,"Develop on IOTA (use libraries, etc)",false,false,false,false,true
"rBb0ro","q5xB75","2023-03-18 06:45:40","Negative","Speculative Research, Community and friends",false,false,false,true,true,false,3,,,,,,,,,,,,,,"DeFi, DEX, Infrastructure, Payments & On-Ramp, DAO",true,true,false,true,true,false,false,false,false,false,false,true,false,false,false,"DeFi, Smart Contracts",true,true,false,false,false,"IOTA Wiki Content, YouTube clips",false,false,true,true,false,false,"IOTA 2.0 consensus, Mana, Digital Identity, Develop on IOTA (use libraries, etc), IOTA Smart Contracts",true,true,true,true,true
"DKEXLX","X5VGXj","2023-03-18 07:11:06","Positive","Academic Research, Speculative Research",true,false,false,true,false,false,3,,,,,,,,,,,,,,"DeFi, DEX, Gaming",true,false,false,false,false,false,false,false,true,false,false,true,false,false,false,"DeFi, Tokenomics",false,true,true,false,false,"Recorded Live Sessions, Blog posts, YouTube clips, Podcasts",true,false,false,true,true,true,"IOTA 2.0 consensus, Mana, IOTA Smart Contracts, Digital Identity",true,true,true,true,false
"Rd68JP","M1k5RE","2023-03-18 07:35:18","Negative","Speculative Research, Development/Building, Community and friends",false,true,false,true,true,false,2,"Client library - https://github.com/iotaledger/iota.rs",false,true,"iota.js",,,,,,,,,,"Other, Infrastructure",false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,"Tokenomics, Smart Contracts",true,false,true,false,false,"IOTA Wiki Content, YouTube clips",false,false,true,true,false,false,"IOTA 2.0 consensus, IOTA Smart Contracts",true,false,false,true,false
"Ole8x7","GeN0oZ","2023-03-18 07:59:39","Negative","Speculative Research",false,false,false,true,false,false,2,,,,,,,,,,,,,,"DeFi, Stablecoin",true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,"Smart Contracts",true,false,false,false,false,"Blog posts, Twitter threads",true,true,false,false,false,false,"IOTA Smart Contracts",false,false,false,true,false
"Rd6vaK","LDA04z","2023-03-18 08:30:23","Negative","Development/Building",false,true,false,false,false,false,1,"Client library - https://github.com/iotaledger/iota.rs, Wallet library - https://github.com/iotaledger/wallet.rs",true,true,"iota.js",,,,,,,,,,"DeFi, Launchpad & Fundraising",true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,"Smart Contracts, DeFi",true,true,false,false,false,"Twitter threads, YouTube clips",false,true,false,true,false,false,,,,,,
"k9QKqM","kbDZqo","2023-03-18 08:41:45","Positive","Community and friends, Development/Building",false,true,false,false,true,false,4,"Wallet library - https://github.com/iotaledger/wallet.rs, Client library - https://github.com/iotaledger/iota.rs",true,true,"Bindings","Python",false,true,false,false,false,"Wiki","Etwas mehr Code Beispiele","Machen Sie weiter so","Payments & On-Ramp, DAO, DeFi, Stablecoin, Wallet, Infrastructure",true,true,false,true,true,true,true,false,false,false,false,false,false,false,false,"Security (Managing tokens, bridges, etc..), DeFi",false,true,false,false,true,"IOTA Wiki Content",false,false,true,false,false,false,"Develop on IOTA (use libraries, etc), Digital Identity",false,false,true,false,true
"Oleoa8","8NvGWO","2023-03-18 09:47:30","Positive","Community and friends",false,false,false,false,true,false,3,,,,,,,,,,,,,,"Infrastructure, Wallet, Stablecoin, Payments & On-Ramp",false,true,false,false,true,true,true,false,false,false,false,false,false,false,false,"Smart Contracts, DeFi, Tokenomics",true,true,true,false,false,"Recorded Live Sessions, YouTube clips",false,false,false,true,true,false,"Mana, Digital Identity, IOTA Smart Contracts",false,true,true,true,false
"1kgpb1","6DbRl5","2023-03-18 10:06:29","Positive","Development/Building, Community and friends, Entrepreneurial Networking",false,true,true,false,true,false,3,"Client library - https://github.com/iotaledger/iota.rs, Wallet library - https://github.com/iotaledger/wallet.rs",true,true,"iota.js",,,,,,,"Codebase on GitHub, Blog, self training ","I'm think still dabbling in the basics","Keep up the work. The feelees nature and performance will have a big impact","Infrastructure, DAO, Gaming",false,false,false,true,true,false,false,false,true,false,false,false,false,false,false,"DLT Protocol Features (zK, Sharding, etc..), Security (Managing tokens, bridges, etc..), Tokenomics",false,false,true,true,true,"Blog posts, YouTube clips, Twitter threads",true,true,false,true,false,false,"Digital Identity, Develop on IOTA (use libraries, etc)",false,false,true,false,true
"rBbYMN","pej74V","2023-03-18 11:42:43","Positive","Community and friends",false,false,false,false,true,false,3,,,,,,,,,,,,,,"NFTs, Gaming, DeFi, DAO, Infrastructure, Wallet, Stablecoin, Payments & On-Ramp, DEX",true,true,false,true,true,true,true,true,true,false,false,true,false,false,false,"Smart Contracts, DLT Protocol Features (zK, Sharding, etc..), Tokenomics, DeFi",true,true,true,true,false,"Recorded Live Sessions, IOTA Wiki Content, Podcasts",false,false,true,false,true,true,"Mana, Digital Identity",false,true,true,false,false
"BKVlO5","aObZR9","2023-03-18 14:21:57","Positive","Community and friends, Speculative Research",false,false,false,true,true,false,3,,,,,,,,,,,,,,"DeFi, DEX",true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,"Smart Contracts, DeFi, DLT Protocol Features (zK, Sharding, etc..)",true,true,false,true,false,"YouTube clips",false,false,false,true,false,false,"IOTA Smart Contracts",false,false,false,true,false
"rBbRLL","OQpdea","2023-03-18 14:58:12","Positive","Entrepreneurial Networking, Academic Research",true,false,true,false,false,false,3,"Client library - https://github.com/iotaledger/iota.rs",false,true,"Rust Crates",,,,,,,"Wiki",,,"DeFi, Payments & On-Ramp, Infrastructure, Wallet, Gaming, NFTs, Metaverse, DEX, Analytics & Block Explorer, Bridge",true,true,false,false,true,true,false,true,true,true,false,true,true,false,true,"Smart Contracts, Tokenomics, DLT Protocol Features (zK, Sharding, etc..), Security (Managing tokens, bridges, etc..)",true,false,true,true,true,"Podcasts, Recorded Live Sessions, YouTube clips, IOTA Wiki Content",false,false,true,true,true,true,"Develop on IOTA (use libraries, etc), IOTA Smart Contracts, Digital Identity, Mana",false,true,true,true,true
"2BgzzL","laoKQB","2023-03-18 15:11:10","Positive","Speculative Research",false,false,false,true,false,false,4,,,,,,,,,,,,,,"DeFi, Payments & On-Ramp, DEX",true,true,false,false,false,false,false,false,false,false,false,true,false,false,false,"Smart Contracts, DeFi",true,true,false,false,false,"IOTA Wiki Content, YouTube clips",false,false,true,true,false,false,"Mana, Digital Identity",false,true,true,false,false
"2Bg9Kb","rjVq2N","2023-03-18 16:33:40","Negative","Development/Building",false,true,false,false,false,false,2,"Client library - https://github.com/iotaledger/iota.rs",false,true,"Bindings","Python",false,true,false,false,false,,,"I would really appreciate to have a working, fully functional product AND some sort of financial reporting that complies with the usual standards. Right now, the IF looks about as credible as the FIFA.","Bridge, Infrastructure",false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,"Smart Contracts, DLT Protocol Features (zK, Sharding, etc..)",true,false,false,true,false,"YouTube clips, Podcasts",false,false,false,true,false,true,"IOTA Smart Contracts",false,false,false,true,false
"1kgQyO","RWXV6l","2023-03-18 16:46:29","Positive","Speculative Research, Community and friends, Governance",false,false,false,true,true,true,2,,,,,,,,,,,,,,"DeFi, Payments & On-Ramp, NFTs, Gaming, DEX, Stablecoin, Wallet",true,true,false,false,false,true,true,true,true,false,false,true,false,false,false,"DeFi, Smart Contracts, Tokenomics, DLT Protocol Features (zK, Sharding, etc..), Security (Managing tokens, bridges, etc..)",true,true,true,true,true,"YouTube clips, Recorded Live Sessions, Podcasts",false,false,false,true,true,true,"Mana, IOTA Smart Contracts, IOTA 2.0 consensus, Digital Identity",true,true,true,true,false
"VjBOAJ","2jq7vb","2023-03-18 17:21:42","Positive","Academic Research, Development/Building, Entrepreneurial Networking, Community and friends, Governance",true,true,true,false,true,true,4,"Wallet library - https://github.com/iotaledger/wallet.rs, Client library - https://github.com/iotaledger/iota.rs",true,true,"iota.js",,,,,,,,,,"Stablecoin, Gaming, Metaverse, Payments & On-Ramp, Infrastructure",false,true,false,false,true,false,true,false,true,false,false,false,false,false,true,"Smart Contracts, Tokenomics, Security (Managing tokens, bridges, etc..)",true,false,true,false,true,"IOTA Wiki Content, YouTube clips",false,false,true,true,false,false,"IOTA 2.0 consensus, IOTA Smart Contracts",true,false,false,true,false
"1kgekb","xVkzpr","2023-03-18 18:11:10","Negative","Speculative Research",false,false,false,true,false,false,2,,,,,,,,,,,,,,"DeFi, Infrastructure, DEX, Analytics & Block Explorer, Launchpad & Fundraising",true,false,false,false,true,false,false,false,false,false,false,true,true,true,false,"Smart Contracts, DeFi, Tokenomics, DLT Protocol Features (zK, Sharding, etc..)",true,true,true,true,false,"YouTube clips, Podcasts, Twitter threads",false,true,false,true,false,true,"IOTA Smart Contracts",false,false,false,true,false
"VjBgBg","bZBgAg","2023-03-18 20:38:25","Negative","Development/Building",false,true,false,false,false,false,1,"Wallet library - https://github.com/iotaledger/wallet.rs",true,false,"iota.js",,,,,,,,,,"Bridge, Payments & On-Ramp, DeFi, NFTs, Gaming",true,true,false,false,false,false,false,true,true,true,false,false,false,false,false,"Smart Contracts, Security (Managing tokens, bridges, etc..)",true,false,false,false,true,"YouTube clips, IOTA Wiki Content",false,false,true,true,false,false,"IOTA 2.0 consensus, IOTA Smart Contracts",true,false,false,true,false
"1kgZrL","pbG57P","2023-03-18 22:24:56","Positive","Development/Building",false,true,false,false,false,false,2,"Wallet library - https://github.com/iotaledger/wallet.rs, Client library - https://github.com/iotaledger/iota.rs",true,true,"Bindings","Java",false,false,true,false,false,,,,"Other",false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,"Smart Contracts, Security (Managing tokens, bridges, etc..)",true,false,false,false,true,"Blog posts",true,false,false,false,false,false,"IOTA Smart Contracts, Develop on IOTA (use libraries, etc), IOTA 2.0 consensus",true,false,false,true,true
"54g6GQ","7Rv2P6","2023-03-18 22:29:59","Positive","Community and friends, Development/Building, Entrepreneurial Networking, Governance",false,true,true,false,true,true,2,"Wallet library - https://github.com/iotaledger/wallet.rs, Client library - https://github.com/iotaledger/iota.rs",true,true,"Bindings","NodeJS, WASM",true,false,false,false,true,"wiki, github, TIPS, discord",,,"DeFi, Wallet, Tooling & SDKs, Analytics & Block Explorer, Payments & On-Ramp, DAO, Infrastructure",true,true,false,true,true,true,false,false,false,false,true,false,true,false,false,"DeFi, Security (Managing tokens, bridges, etc..), Smart Contracts",true,true,false,false,true,"IOTA Wiki Content",false,false,true,false,false,false,"IOTA 2.0 consensus, Mana, Develop on IOTA (use libraries, etc), IOTA Smart Contracts, Digital Identity",true,true,true,true,true
"8zgvE5","PRMyLe","2023-03-18 22:40:31","Positive","Community and friends",false,false,false,false,true,false,4,,,,,,,,,,,,,,"Metaverse",false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,"Smart Contracts",true,false,false,false,false,"Recorded Live Sessions",false,false,false,false,true,false,"Mana",false,true,false,false,false
"9XPqDV","PRMexe","2023-03-19 00:13:22","Negative","Speculative Research",false,false,false,true,false,false,1,,,,,,,,,,,,,,"DEX",false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,"Smart Contracts, DLT Protocol Features (zK, Sharding, etc..)",true,false,false,true,false,"YouTube clips",false,false,false,true,false,false,"IOTA 2.0 consensus, Mana, IOTA Smart Contracts",true,true,false,true,false
"PDLzQd","NqK27b","2023-03-19 07:30:30","Positive","Academic Research, Speculative Research, Community and friends",true,false,false,true,true,false,3,,,,,,,,,,,,,,"Infrastructure, Wallet, Analytics & Block Explorer, Tooling & SDKs, Other",false,false,true,false,true,true,false,false,false,false,true,false,true,false,false,"Smart Contracts, Tokenomics, DLT Protocol Features (zK, Sharding, etc..), Security (Managing tokens, bridges, etc..)",true,false,true,true,true,"IOTA Wiki Content, YouTube clips, Podcasts, Blog posts",true,false,true,true,false,true,"IOTA 2.0 consensus, Mana, Digital Identity, IOTA Smart Contracts, Develop on IOTA (use libraries, etc)",true,true,true,true,true
"dNXd0q","4aWl1Y","2023-03-19 07:55:21","Positive","Development/Building",false,true,false,false,false,false,2,"Client library - https://github.com/iotaledger/iota.rs",false,true,"iota.js",,,,,,,,,,"Gaming, DeFi",true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,"DeFi, Tokenomics",false,true,true,false,false,"YouTube clips",false,false,false,true,false,false,"IOTA 2.0 consensus",true,false,false,false,false
"lqXyRv","5X6PyQ","2023-03-19 10:03:48","Positive","Academic Research, Governance",true,false,false,false,false,true,3,"Client library - https://github.com/iotaledger/iota.rs, Wallet library - https://github.com/iotaledger/wallet.rs",true,true,"iota.js",,,,,,,,,,"NFTs, Gaming, DEX, DeFi, DAO",true,false,false,true,false,false,false,true,true,false,false,true,false,false,false,"Smart Contracts, DeFi, DLT Protocol Features (zK, Sharding, etc..), Tokenomics",true,true,true,true,false,"Blog posts, IOTA Wiki Content, Podcasts",true,false,true,false,false,true,"IOTA 2.0 consensus, Mana, Digital Identity, IOTA Smart Contracts, Develop on IOTA (use libraries, etc)",true,true,true,true,true
"Xrde7V","EqjOjq","2023-03-19 11:22:22","Positive","Speculative Research, Community and friends, Governance, Entrepreneurial Networking",false,false,true,true,true,true,4,,,,,,,,,,,,,,"Launchpad & Fundraising, Stablecoin, DAO, Payments & On-Ramp, DeFi, Bridge",true,true,false,true,false,false,true,false,false,true,false,false,false,true,false,"Smart Contracts, DLT Protocol Features (zK, Sharding, etc..), Security (Managing tokens, bridges, etc..)",true,false,false,true,true,"YouTube clips, Twitter threads, Blog posts",true,true,false,true,false,false,"IOTA 2.0 consensus, Mana, IOTA Smart Contracts",true,true,false,true,false
"aeXGpB","2jqpLe","2023-03-19 13:06:40","Positive","Entrepreneurial Networking, Governance",false,false,true,false,false,true,2,,,,,,,,,,,,,,"DeFi, Payments & On-Ramp, Launchpad & Fundraising, Wallet",true,true,false,false,false,true,false,false,false,false,false,false,false,true,false,"DeFi, Smart Contracts, Tokenomics",true,true,true,false,false,"YouTube clips, Blog posts, Podcasts",true,false,false,true,false,true,"IOTA 2.0 consensus, Digital Identity, IOTA Smart Contracts",true,false,true,true,false
"rBRL8p","2jq2yV","2023-03-19 14:35:18","Positive","Development/Building",false,true,false,false,false,false,3,"Client library - https://github.com/iotaledger/iota.rs",false,true,"iota.js",,,,,,,"Wiki, GitHub, twitter (joke)","Perhaps a few DAO centric features within firefly, DAO specific governance, award/nft/token airdrops and multisig would be very handy","There seems to be a lot of web3 infrastructure as a service models out there, the latest firefly release seems to be incorporating many such features.  Maybe firefly could become its own ecosystem with plugin modules and unique features (perhaps this is the plan 🤔)","DAO, Infrastructure, Launchpad & Fundraising, Wallet, NFTs, Tooling & SDKs, Other",false,false,true,true,true,true,false,true,false,false,true,false,false,true,false,"Security (Managing tokens, bridges, etc..), Tokenomics, Smart Contracts",true,false,true,false,true,"Blog posts, IOTA Wiki Content, Podcasts, Recorded Live Sessions",true,false,true,false,true,true,"Develop on IOTA (use libraries, etc), IOTA Smart Contracts, Digital Identity",false,false,true,true,true
"XrdMo4","gbyB2M","2023-03-19 14:51:03","Positive","Community and friends",false,false,false,false,true,false,3,,,,,,,,,,,,,,"Infrastructure, Launchpad & Fundraising, Analytics & Block Explorer, DEX",false,false,false,false,true,false,false,false,false,false,false,true,true,true,false,"Smart Contracts, DLT Protocol Features (zK, Sharding, etc..)",true,false,false,true,false,"Blog posts, Podcasts",true,false,false,false,false,true,"Mana, Digital Identity",false,true,true,false,false
"oDY78X","rDN7d5","2023-03-19 15:17:57","Negative","Community and friends",false,false,false,false,true,false,3,,,,,,,,,,,,,,"DeFi, Payments & On-Ramp, Wallet, Stablecoin, NFTs, Bridge, DEX",true,true,false,false,false,true,true,true,false,true,false,true,false,false,false,"Smart Contracts, DeFi, DLT Protocol Features (zK, Sharding, etc..)",true,true,false,true,false,"Blog posts, Twitter threads, YouTube clips",true,true,false,true,false,false,"IOTA Smart Contracts",false,false,false,true,false
"dNX27z","9NLbZE","2023-03-19 16:06:41","Positive","Speculative Research, Community and friends",false,false,false,true,true,false,4,,,,,,,,,,,,,,"DeFi",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"DLT Protocol Features (zK, Sharding, etc..), DeFi, Smart Contracts",true,true,false,true,false,"Podcasts, YouTube clips, Blog posts",true,false,false,true,false,true,"Mana, IOTA 2.0 consensus",true,true,false,false,false
"zN4Wqg","RWX7Gp","2023-03-19 17:03:24","Negative","Speculative Research",false,false,false,true,false,false,2,,,,,,,,,,,,,,"DeFi, Payments & On-Ramp, Bridge, Analytics & Block Explorer, Infrastructure, DAO, Launchpad & Fundraising, Tooling & SDKs, DEX",true,true,false,true,true,false,false,false,false,true,true,true,true,true,false,"Smart Contracts, Tokenomics, DLT Protocol Features (zK, Sharding, etc..), Security (Managing tokens, bridges, etc..), DeFi",true,true,true,true,true,"YouTube clips, Blog posts, Twitter threads",true,true,false,true,false,false,"IOTA 2.0 consensus, Mana",true,true,false,false,false
"oDY5ex","yXKKD6","2023-03-19 18:27:35","Positive","Speculative Research",false,false,false,true,false,false,3,,,,,,,,,,,,,,"Payments & On-Ramp, DeFi, DAO, Infrastructure, Stablecoin, Wallet, Gaming, DEX",true,true,false,true,true,true,true,false,true,false,false,true,false,false,false,"Security (Managing tokens, bridges, etc..), Smart Contracts",true,false,false,false,true,"YouTube clips",false,false,false,true,false,false,"Mana",false,true,false,false,false
"E5eMYq","RxKGxQ","2023-03-19 20:18:47","Positive","Community and friends",false,false,false,false,true,false,4,,,,,,,,,,,,,,"DeFi, DEX",true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,"DeFi",false,true,false,false,false,"IOTA Wiki Content",false,false,true,false,false,false,"IOTA Smart Contracts",false,false,false,true,false
"BKqVB5","8qoZaA","2023-03-19 21:58:04","Negative","Speculative Research",false,false,false,true,false,false,4,,,,,,,,,,,,,,"Gaming, DeFi, DAO",true,false,false,true,false,false,false,false,true,false,false,false,false,false,false,"Smart Contracts",true,false,false,false,false,"YouTube clips",false,false,false,true,false,false,"IOTA Smart Contracts",false,false,false,true,false
"dNXo9y","AzPvXB","2023-03-19 22:20:15","Positive","Speculative Research, Entrepreneurial Networking, Governance",false,false,true,true,false,true,2,,,,,,,,,,,,,,"Infrastructure, Other",false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,"Smart Contracts, Security (Managing tokens, bridges, etc..)",true,false,false,false,true,"YouTube clips, Recorded Live Sessions",false,false,false,true,true,false,"Digital Identity, IOTA Smart Contracts",false,false,true,true,false
"WrXxgN","0drJx0","2023-03-20 03:32:13","Positive","Community and friends",false,false,false,false,true,false,4,,,,,,,,,,,,,,"DeFi, DAO, Stablecoin, NFTs, DEX",true,false,false,true,false,false,true,true,false,false,false,true,false,false,false,"Smart Contracts, DeFi, DLT Protocol Features (zK, Sharding, etc..), Security (Managing tokens, bridges, etc..)",true,true,false,true,true,"Blog posts, Recorded Live Sessions",true,false,false,false,true,false,"Mana, IOTA 2.0 consensus, Digital Identity",true,true,true,false,false
"NDx51p","VGE9JM","2023-03-20 06:02:47","Negative","Development/Building, Speculative Research",false,true,false,true,false,false,2,"Client library - https://github.com/iotaledger/iota.rs",false,true,"iota.js",,,,,,,,,,"DeFi, Gaming, NFTs, Bridge",true,false,false,false,false,false,false,true,true,true,false,false,false,false,false,"Smart Contracts, DLT Protocol Features (zK, Sharding, etc..)",true,false,false,true,false,"Twitter threads, Blog posts",true,true,false,false,false,false,"IOTA 2.0 consensus, Mana, IOTA Smart Contracts, Develop on IOTA (use libraries, etc), Digital Identity",true,true,true,true,true
"Xr7oyY","G6vqkL","2023-03-20 10:00:13","Positive","Entrepreneurial Networking",false,false,true,false,false,false,3,,,,,,,,,,,,,,"DAO, Metaverse, Payments & On-Ramp, Infrastructure",false,true,false,true,true,false,false,false,false,false,false,false,false,false,true,"DeFi, Smart Contracts, Tokenomics",true,true,true,false,false,"YouTube clips, Blog posts, Podcasts",true,false,false,true,false,true,"Digital Identity, IOTA Smart Contracts",false,false,true,true,false
"AKYBAW","7RoeV9","2023-03-20 10:30:38","Negative","Community and friends, Speculative Research",false,false,false,true,true,false,2,,,,,,,,,,,,,,"DeFi, Infrastructure, Wallet, Stablecoin, NFTs, Bridge, DEX, Tooling & SDKs, DAO",true,false,false,true,true,true,true,true,false,true,true,true,false,false,false,"Smart Contracts, DeFi",true,true,false,false,false,"Twitter threads, Blog posts, YouTube clips, Recorded Live Sessions",true,true,false,true,true,false,"IOTA Smart Contracts, IOTA 2.0 consensus",true,false,false,true,false
"DKozGl","L916Q1","2023-03-20 11:19:40","Negative","Community and friends",false,false,false,false,true,false,2,,,,,,,,,,,,,,"Payments & On-Ramp",false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,"Smart Contracts",true,false,false,false,false,"Blog posts, YouTube clips",true,false,false,true,false,false,"IOTA 2.0 consensus, IOTA Smart Contracts",true,false,false,true,false
"Xr7DyY","Ba4ekA","2023-03-20 12:16:50","Negative","Entrepreneurial Networking, Speculative Research",false,false,true,true,false,false,2,,,,,,,,,,,,,,"Wallet, Payments & On-Ramp, Infrastructure, Other, Launchpad & Fundraising",false,true,true,false,true,true,false,false,false,false,false,false,false,true,false,"Smart Contracts, Tokenomics, Security (Managing tokens, bridges, etc..)",true,false,true,false,true,"Podcasts, Twitter threads, Blog posts",true,true,false,false,false,true,"IOTA 2.0 consensus, Digital Identity, IOTA Smart Contracts, Mana",true,true,true,true,false
"BKYBqA","yMZgxB","2023-03-20 13:46:17","Positive","Speculative Research, Community and friends, Academic Research",true,false,false,true,true,false,4,,,,,,,,,,,,,,"DeFi, Payments & On-Ramp, Infrastructure, Stablecoin, Metaverse, NFTs, Bridge, Tooling & SDKs, DEX, Launchpad & Fundraising",true,true,false,false,true,false,true,true,false,true,true,true,false,true,true,"Smart Contracts, DeFi, Security (Managing tokens, bridges, etc..)",true,true,false,false,true,"IOTA Wiki Content, YouTube clips, Recorded Live Sessions",false,false,true,true,true,false,"Mana, Digital Identity",false,true,true,false,false
"07YPz0","YPDeY5","2023-03-20 13:46:28","Negative","Community and friends, Speculative Research",false,false,false,true,true,false,3,,,,,,,,,,,,,,"Infrastructure, Payments & On-Ramp, DeFi, DAO, Wallet, Stablecoin, NFTs",true,true,false,true,true,true,true,true,false,false,false,false,false,false,false,"Smart Contracts, DLT Protocol Features (zK, Sharding, etc..)",true,false,false,true,false,"Blog posts, Twitter threads, YouTube clips",true,true,false,true,false,false,"IOTA 2.0 consensus, Mana",true,true,false,false,false
"pdNGrJ","bqVgA0","2023-03-20 13:56:02","Positive","Governance, Community and friends",false,false,false,false,true,true,3,,,,,,,,,,,,,,"DeFi, DAO, Infrastructure, Metaverse, DEX, Bridge, Wallet, Stablecoin",true,false,false,true,true,true,true,false,false,true,false,true,false,false,true,"Smart Contracts, DeFi, Security (Managing tokens, bridges, etc..)",true,true,false,false,true,"Blog posts, Twitter threads, IOTA Wiki Content",true,true,true,false,false,false,"IOTA 2.0 consensus, Digital Identity, IOTA Smart Contracts",true,false,true,true,false
