Submission ID,Respondent ID,Submitted at,How are you feeling about IOTA &amp; Shimmer right now?,What is your personal focus in this community,What is your personal focus in this community (Academic Research),What is your personal focus in this community (Development/Building),What is your personal focus in this community (Entrepreneurial Networking),What is your personal focus in this community (Speculative Research),What is your personal focus in this community (Community and friends),What is your personal focus in this community (Governance),How confident are you in the progress IOTA &amp; Shimmer is making?,Which kind of project(s) are you most excited about?,Which kind of project(s) are you most excited about? (DeFi),Which kind of project(s) are you most excited about? (Payments & On-Ramp),Which kind of project(s) are you most excited about? (Other),Which kind of project(s) are you most excited about? (DAO),Which kind of project(s) are you most excited about? (Infrastructure),Which kind of project(s) are you most excited about? (Wallet),Which kind of project(s) are you most excited about? (Stablecoin),Which kind of project(s) are you most excited about? (NFTs),Which kind of project(s) are you most excited about? (Gaming),Which kind of project(s) are you most excited about? (Metaverse),Which kind of project(s) are you most excited about? (Bridge),Which kind of project(s) are you most excited about? (Tooling & SDKs),Which kind of project(s) are you most excited about? (DEX),Which kind of project(s) are you most excited about? (Analytics & Block Explorer),Which kind of project(s) are you most excited about? (Launchpad & Fundraising),Which kind of project(s) are you most excited about? (Identity),How transparent do you feel the foundation and their departments are?,How satisfied are you with the way the foundation and their departments communicate?,How much do you agree with the following statement?The IF is making efforts towards being transparent and open.,Are there any specific topics that you would like to see the foundation and their departments communicate more about?
r6kxjR,XoZeXL,2023-09-27 14:33:00,Negative,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,"Infrastructure, Identity, NFTs, Tooling & SDKs, Payments & On-Ramp",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,2,1,"""Real"" and detailed progress + roadmap (and yes with etas) of coordicide/iota 2.0"
ZNZpVa,Ap1Jr0,2023-09-27 14:36:41,Positive,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4,NFTs,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,4,4,
r6kxVL,vDoBMQ,2023-09-27 14:37:22,Negative,Governance,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,"Other, Bridge, Payments & On-Ramp, DeFi, DAO, Infrastructure, Identity, Wallet",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,1,2,"the things you do, but before doing them not afterwards... example: supply"
67pX5k,qG0BB8,2023-09-27 14:42:12,Negative,"Development/Building, Academic Research",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3,"Identity, Metaverse, Gaming, Tooling & SDKs, Payments & On-Ramp",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,2,2,
48pgVb,BpM1be,2023-09-27 14:44:52,Positive,Academic Research,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,Identity,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,3,3,
jykOV6,Jl5Rkr,2023-09-27 14:44:55,Negative,Entrepreneurial Networking,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,Infrastructure,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,2,4,I just hope you guys can make IOTA a really usefull product around the world and can market it broadly.
P6GaaP,bebk6Z,2023-09-27 14:47:03,Positive,Entrepreneurial Networking,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,"Infrastructure, Identity",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,2,2,"1. Mid-term to long-term strategy 
2. Contents of partnership with the company"
pKkjb1,NXGVPl,2023-09-27 14:48:17,Negative,"Development/Building, Community and friends, Speculative Research, Governance",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,4,"Identity, Stablecoin, Tooling & SDKs, Bridge, Infrastructure, Other",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,1,1,1,... 
V04Rzy,RoE4lJ,2023-09-27 14:50:17,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,"Identity, Stablecoin, DEX, Bridge, Payments & On-Ramp, DeFi, Infrastructure, Wallet",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,2,3,3,
48pWzd,9Zb18K,2023-09-27 14:56:02,Positive,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4,"Payments & On-Ramp, Identity, Wallet, Gaming",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,3,3,
R0VXrQ,a47xV2,2023-09-27 14:56:46,Positive,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,"Payments & On-Ramp, Wallet, Stablecoin",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,3,
EXNjrr,xDOQkd,2023-09-27 14:58:27,Positive,Entrepreneurial Networking,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,4,Infrastructure,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,Let the community know how many iota-tokens there really has been burned
oykrZx,2AQr8D,2023-09-27 14:59:02,Positive,"Development/Building, Academic Research",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3,"Identity, Stablecoin, Payments & On-Ramp, DAO, DeFi, DEX, Wallet",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1,2,3,"The IF needs to understand what democracy and transparency means. It cant be, that for year the community is told the financial situation of the Foundation is solid only to be told now „welp we are kinda broke, please let us increase the supply by 60%“. 
How is the financial situation? How much are the devs paid? How much are the directors paid? Transparency is needed. "
oykrLe,lOJRaN,2023-09-27 15:00:01,Negative,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,"Infrastructure, Gaming, Metaverse, Bridge, Tooling & SDKs, Analytics & Block Explorer, Wallet",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,2,3,2,
BX2OrN,VP28jy,2023-09-27 15:01:18,Positive,"Speculative Research, Governance",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,3,"Infrastructure, Identity, Wallet, Launchpad & Fundraising",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,3,3,
lyMoQ5,DpgekR,2023-09-27 15:01:49,Negative,"Speculative Research, Entrepreneurial Networking",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,3,"Payments & On-Ramp, Infrastructure, Identity, Gaming",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,3,2,
0xare9,59W22M,2023-09-27 15:05:52,Positive,"Entrepreneurial Networking, Community and friends, Speculative Research",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,3,"DEX, Tooling & SDKs, Launchpad & Fundraising, Infrastructure, DAO",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,1,1,2,
8KMoKz,4Bljyk,2023-09-27 15:06:38,Positive,"Development/Building, Speculative Research, Community and friends",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,4,"DeFi, Payments & On-Ramp, DEX, Analytics & Block Explorer",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2,2,2,
Gz5vLZ,xDOZ09,2023-09-27 15:08:33,Positive,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3,"Payments & On-Ramp, DeFi, Other, Launchpad & Fundraising, Analytics & Block Explorer, DEX, Tooling & SDKs, Bridge, Metaverse, Gaming, NFTs, Stablecoin, Wallet, Identity, DAO, Infrastructure",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,2,1,Be transparent with how the IF will use the newly minted tokens
y6zZ1p,Ely0aB,2023-09-27 15:12:28,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,"DeFi, Payments & On-Ramp, Identity, Gaming, Metaverse, Bridge, Wallet",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,2,3,"Ecosystem Finance/Funding
Future Technology Roadmaps/Rough timelines
Views of all IF members on Project success and how optimistic they are 

"
P6kjeP,47ejdY,2023-09-27 15:14:21,Negative,"Speculative Research, Academic Research, Entrepreneurial Networking",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,1,"Infrastructure, Payments & On-Ramp",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,
r6vyZR,2AQrdL,2023-09-27 15:16:44,Positive,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4,"DeFi, DAO, Infrastructure, Identity, Wallet, DEX, Payments & On-Ramp",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,3,2,3,
zqLxW0,Jl5LOK,2023-09-27 15:26:35,Positive,"Development/Building, Governance, Entrepreneurial Networking",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,2,"Payments & On-Ramp, DeFi, Infrastructure, Identity, Wallet, Gaming, Bridge, DEX, Tooling & SDKs, Stablecoin, Launchpad & Fundraising",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,1,1,2,
LbkZV1,po8GLJ,2023-09-27 15:29:18,Negative,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,"Wallet, Identity, Tooling & SDKs, Analytics & Block Explorer, Launchpad & Fundraising",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,2,3,3,
d6vWgA,zMPZKR,2023-09-27 15:29:22,Negative,Entrepreneurial Networking,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,Other,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,2,"1. How they make sure to help/fund early and long-term IOTA supporters and not forget them over the new shiny projects joining the ecosystem. 2. Answer to the build 5 statement 3. 
Sharing plans including exact amount and price of OTC deals "
9WMqg1,a4700v,2023-09-27 15:30:56,Negative,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,"Gaming, DEX, Infrastructure",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,1,1,
0xaQ49,QRPdvA,2023-09-27 15:34:19,Positive,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,"Payments & On-Ramp, Identity, Bridge, DEX, Launchpad & Fundraising",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,2,3,3,
zqLEva,WRxPxa,2023-09-27 15:46:29,Positive,"Development/Building, Entrepreneurial Networking",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,4,"Payments & On-Ramp, DeFi, Infrastructure, Wallet, NFTs",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,3,3,
2e7j2b,vrpzoD,2023-09-27 15:49:54,Positive,"Academic Research, Speculative Research",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,4,"DeFi, Identity, Stablecoin, DEX",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2,3,3,
DNMBbl,Gp8D5o,2023-09-27 16:00:53,Positive,"Entrepreneurial Networking, Development/Building",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,3,"Infrastructure, Identity, Tooling & SDKs",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,2,2,
jyvZ4a,a47EyE,2023-09-27 16:03:19,Negative,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,"Wallet, Identity, Infrastructure, DeFi",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,2,1,
kyvljR,Jl5DgY,2023-09-27 16:03:26,Negative,Entrepreneurial Networking,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,"DeFi, Identity, Wallet, Payments & On-Ramp",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,2,2,
BX0aJ5,QRPYyk,2023-09-27 16:03:48,Negative,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,DeFi,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,
r6v5eM,gqKZXM,2023-09-27 16:05:20,Positive,Entrepreneurial Networking,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,"DEX, Infrastructure, Payments & On-Ramp, DeFi, Stablecoin, Identity, DAO",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1,2,2,UAE konusunda şeffaf olun. IOTA fiyatını yükseltmeye çalışın. Yatırımcıları düşünün. Herkes zararda. 
lyvBQ5,XoZY7e,2023-09-27 16:05:59,Negative,"Development/Building, Speculative Research",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1,"DEX, DeFi",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,1,1,
zqLjP8,ZOqYk5,2023-09-27 16:06:22,Negative,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,"Bridge, Identity, DeFi",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,2,1,coordicide
LbkzzJ,P9VYxB,2023-09-27 16:08:37,Negative,"Community and friends, Speculative Research",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2,"DeFi, Infrastructure, Identity, Wallet",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,2,2,
48zBB5,BpMDyR,2023-09-27 16:08:50,Negative,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,"Payments & On-Ramp, DeFi, Infrastructure",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,2,
0xa7D0,zMPry1,2023-09-27 16:15:38,Negative,"Governance, Speculative Research",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2,"DeFi, Identity, Analytics & Block Explorer, Payments & On-Ramp, Wallet",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,1,1,1,
kyv94r,gqK7AM,2023-09-27 16:19:27,Positive,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4,"Identity, Infrastructure, DeFi, Bridge, DEX, Analytics & Block Explorer",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,4,4,4,
b7v9bg,P9VX21,2023-09-27 16:22:52,Positive,"Academic Research, Development/Building, Community and friends, Governance",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,3,"Payments & On-Ramp, DAO, Identity, Wallet, Bridge",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,3,4,3,
pKvdjb,zMPrWM,2023-09-27 16:23:32,Positive,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4,"Infrastructure, Tooling & SDKs",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4,4,4,"As a developer I love tutorials. The iota-sdk examples and the wiki are excellent. Maybe a bit more general communication about what can be built and how, like more use case focused examples with code samples would be great. But I know this takes so much time to create, so probably this will come from the community the next months either way :-). Looking forward to the coming months. <3"
2e7ajp,VjdyYy,2023-09-27 16:24:52,Positive,"Development/Building, Speculative Research",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,3,"Identity, Infrastructure",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,2,3,
2e7a7L,5BLQkd,2023-09-27 16:32:08,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,"DeFi, DAO, Identity, Wallet, NFTs",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,3,3,
J6MpGJ,MaoJ4E,2023-09-27 16:33:12,Positive,"Speculative Research, Development/Building",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,2,"DeFi, Payments & On-Ramp, Other, Infrastructure, Identity, Wallet, Bridge, Tooling & SDKs, Launchpad & Fundraising",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,1,2,2,
jyv6pR,LKRJez,2023-09-27 16:33:42,Negative,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,"Payments & On-Ramp, Identity, Stablecoin",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,1,2,
J6Mpjz,beb8b6,2023-09-27 16:35:47,Positive,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3,"DeFi, Identity, Wallet",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,2,3,
a6v4Ov,LKRM7v,2023-09-27 16:40:26,Negative,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,"Bridge, Tooling & SDKs, Infrastructure, Payments & On-Ramp",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2,2,2,ETA
67MKeB,d0B29q,2023-09-27 16:41:22,Negative,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,"DeFi, NFTs, Identity, Payments & On-Ramp, Metaverse",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,1,
oyvRG1,2AQxNV,2023-09-27 16:42:50,Positive,"Governance, Community and friends, Entrepreneurial Networking, Development/Building, Speculative Research",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,3,"Infrastructure, Tooling & SDKs, DAO, NFTs, Gaming, DEX, Launchpad & Fundraising, DeFi, Other",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,1,2,1,See Build5 post on topic.
d6v0lD,pbGv6B,2023-09-27 16:45:09,Negative,"Community and friends, Development/Building",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2,"DeFi, Payments & On-Ramp, Wallet, Identity, Stablecoin, DEX, NFTs",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1,1,2,
V0DP16,erkx2o,2023-09-27 16:46:40,Negative,"Academic Research, Entrepreneurial Networking, Community and friends",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,"Infrastructure, Identity, Analytics & Block Explorer, Other, Tooling & SDKs",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,1,1,2,"Plans how to push real world applications and contacts within the industry.
Community should be more involved in all decisions."
7WMKjZ,47eNA5,2023-09-27 16:49:51,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,"Infrastructure, Identity, DEX, Other",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1,2,1,"I assume you already heard it loudly last weeks. It came out of the blue that funds are needed and it was just communicated that the supply will increase and that we're working together with UAE. But about UAE nothing much is known yet to us. So how do we know if we like that shift etc.
To be clear I support the supply increase but what worries me a bit is how the funds are distributed now knowing what this UAE bit is.
Also, IOTA was always a ""make the world a better place"" crypto however we all know UAE have quite different ideas about a better world. Corruption etc. happen a lot there. Although I am happy to hear UAE might be the only way currently to get our investments back at some point I don't know how to feel yet about it being them saving us. "
7WMKYL,NXGBPO,2023-09-27 16:51:55,Positive,"Governance, Entrepreneurial Networking, Community and friends",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,3,"DeFi, Wallet, Stablecoin, Gaming, Bridge, Identity, Infrastructure",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,3,2,good work IF!
V0DPKl,59Wq5E,2023-09-27 16:54:14,Positive,"Governance, Community and friends",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,3,"Payments & On-Ramp, DeFi, NFTs, Wallet, DEX, Launchpad & Fundraising, Identity",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,1,1,1,"everything, such as increasing the supply, the governance, reliable ETAs"
XDz4og,OXOBNK,2023-09-27 16:58:37,Negative,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,"Bridge, DeFi, Identity",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,1,1,
pKvDRy,oRX0bN,2023-09-27 17:03:53,Negative,"Development/Building, Governance",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,"DeFi, Payments & On-Ramp, Identity, DAO, Infrastructure, Bridge, Tooling & SDKs, Launchpad & Fundraising",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,1,1,1,
y6zJj6,P9V2dx,2023-09-27 17:03:56,Negative,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,"Stablecoin, Gaming",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,
J6MOE4,P9V2AV,2023-09-27 17:09:25,Negative,"Entrepreneurial Networking, Development/Building, Governance, Academic Research",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,1,Bridge,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,
P6kzxb,gqKQ4l,2023-09-27 17:10:36,Positive,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,"DEX, NFTs",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3,2,4,
K6k1zD,po80RZ,2023-09-27 17:14:01,Positive,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,"Payments & On-Ramp, Identity, Wallet, Stablecoin, NFTs, Analytics & Block Explorer, Infrastructure",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,3,3,3,UAE
EXMWdl,6Ka1W5,2023-09-27 17:14:39,Positive,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4,"DeFi, Identity, Wallet, DEX",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2,2,4,
d6vdxd,beb2v0,2023-09-27 17:16:17,Negative,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,Identity,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,1,
EXMWDX,oRX0Qb,2023-09-27 17:18:27,Negative,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,"Identity, Infrastructure, Wallet, Stablecoin, Tooling & SDKs, DEX, Other",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,1,1,1,"you have to regain trust, which will be difficult because the initial vision has been abandoned and goal post moved all the time. No serious player will invest time/money in this with such uncertainty. Dom must leave he had his chance"
